x,y
mutant,-0.25
musical,0.6
muselé,-0.4
museau,-0.5
musclé,0.6
musaraigne,-0.75
murmurer,-0.5
murmure,-0.25
mûrir,0.8
mûrement,1
mural,0.1
multiplier,-0.25
multi-usage,1
multi-polarisation,-1
mouvement lent,-0.25
moustique,-0.25
mousson,-0.25
mourir dur,-1
mourir de faim,-0.8
mourir,-0.75
moue,-0.25
moudre,-0.25
mouche du coche,-1
mouchard,-1
mou,-1
mou,-0.6
mottes,-0.4
motiver,0.8
motivé,0.5
motivation,0.8
motivateurs,0.8
motivant,1
mortuaire,-0.8
mortinaissances,-1
mortifier,-1
mortifié,-1
mortification,-0.75
mortifiant,-1
mortiers,-0.4
mortier,-0.4
mortels,-0.25
mortel,-0.75
mortel,-0.5
mortel,-0.25
mortalité,-0.5
mort-né,-1
mort,-1
morsure de serpent,-1
morphé,-0.4
morne,-1
morne,-0.75
morne,-0.5
moribond,-0.5
morgue,-0.8
mordre,-0.6
mordant,-1
mordant,-1
mordant,-1
mordant,-0.6
mordant,-0.6
morceaux,-0.25
morbidité,-1
morbide,-0.5
moralité,0.5
moralisateur,-0.25
morale,0.8
moral,0.1
moqueur,-1
moqueur,-0.6
moqueries,-1
moquerie,-0.5
moquerie,-0.5
moquer,-0.75
moqué,-0.5
mopey,-1
monumentalement,0.8
monumental,0.8
monument,0.6
monté en flèche,0.4
montagnes russes,-1
monstruosités,-1
monstruosité,-0.5
monstrueux,-0.5
monstrueusement,-1
monstres,-0.8
monstre,-0.6
monstre,-0.5
Monsieur,0.25
monotonie,-0.8
monotone,-0.8
monotone,-0.6
monopoliste,-0.25
monopoliser,-0.6
monopoliser,-0.6
monopolisé,-0.6
monopolise,-0.6
monétaire,0.4
mondialement célèbre,1
mondialement célèbre,1
monde souterrain,-0.6
mon chéri,0.6
Molotov,-0.25
molester,-0.8
Môle,-0.4
moisissure,-1
moins développé,-1
moins développé,-0.25
moins connu,-1
moins connu,-0.25
moins cher,1
moins cher,1
moins cher,1
moelle,-0.4
modifier,-0.25
modifier,0.8
modifications,-0.25
modestie,0.5
modeste,0.75
moderne,0.6
modérer,0.4
modérateur,0.4
modèle,0.4
mode,-0.25
miteux,-0.8
mite,-0.25
mistifié,-1
misogyne,-1
miséricordieusement,0.6
misères,-0.5
misère,-1
misère,-0.75
misère,-0.5
misérablement,-1
misérablement,-0.5
misérable,-1
misérable,-1
misérable,-0.5
misérable,-0.5
mise en vigueur,-0.5
mise en garde,-0.25
mise en commun,-0.25
mise en accusation,-0.8
misbehaved,-1
misbecome,-0.25
mis au rebut,-0.6
mis à la porte,-0.5
mis à jour,-0.6
mis à jour,0.8
miroiter,0.25
mirage,-0.25
miraculeux,0.5
miraculeusement,1
miraculeuse,1
miracles,0.8
miracle,0.75
minorité,-0.25
minimiser,-0.25
mine renfrognée,-1
miné,-0.75
mindfucker,-1
mindfuck,-1
mince,0.6
minable,-0.5
mimétisme,-0.6
militantisme,-0.8
mignonne,0.75
mignon,-1
mieux que prévu,1
mieux connu,0.6
mieux connu,1
Midwest,0.25
meurtrière,-1
meurtrier,-1
meurtrier,-1
meurtrier,-1
meurtri,-0.5
meurtres,-1
meurtre,-0.75
meurtre,-0.75
mettre fin,-0.8
mettre en péril,-1
mettre en fourrière,-0.6
mettre en danger,-0.5
métiers à tisser,-0.4
métier,0.25
méticuleux,0.25
méticuleusement,-0.4
méticuleusement,0.25
méthodique,-0.25
métastase,-0.6
métaphorique,0.25
mesuré,0.4
Messie,1
mess,-0.8
mésaventure,-0.5
mésange,-0.25
merveilleux,1
merveilleux,1
merveilleusement,0.5
merveilleusement,0.75
merveilleusement,1
merveilleusement,1
merveilleuse,1
merveilles,1
merveille,0.75
merveille,1
méritoire,0.5
mériter,0.25
mérité,0.25
mérite,0.75
mérite,1
méritant,0.25
merdique,-1
Merde,-1
merde,-0.75
merde,-0.75
Merci,0.6
mercenaire,-0.25
mépriser,-0.75
méprisé,-1
méprise,-1
méprisante,-1
méprisant,-1
méprisant,-0.5
méprisable,-0.75
mépris,-0.75
mépris,-0.75
menue,0.6
mentor,0.8
mentir,-1
menti,-0.5
menteurs,-0.5
menteur,-1
mensonger,-1
mensonge,-0.8
mensonge,-0.75
mensonge,-0.5
menottes,-0.6
menotté,-0.8
menotté,-0.4
mendier,-0.75
mendiant,-0.5
ménage à trois,0.25
Ménage,0.6
menacer,-0.75
menacé,-0.8
menacé,-0.6
menace,-0.75
menace,-0.75
menace,-0.5
menaçant,-1
menaçant,-1
menaçant,-0.6
menaçant,-0.5
mémorable,0.5
mémento,0.25
mélodrame,-0.25
mélodramatiquement,-0.25
mélodramatique,-0.25
mêler à,-0.6
mélange,0.6
mélancoliquement,-1
mélancolie,-0.75
meilleure vente,1
meilleur performant,1
meilleur,0.5
meilleur,0.8
méfiant,-1
méfiant,-0.8
méfiant,-0.8
méfiant,-0.75
méfiant,-0.6
méfiant,-0.5
méfiance,-0.75
méfiance,-0.5
méfaits,-0.8
méfait,-1
méditer,0.6
médité,0.6
méditation,0.6
médisance,-1
médire,-1
médiocrité,-0.75
médiocre,-0.75
médiateur,-0.4
médaille,0.25
mécréants,-1
mécréant,-0.6
mécontents,-1
mécontenter,-1
mécontenter,-0.5
mécontentement,-1
mécontentement,-0.5
mécontentement,-0.5
mécontent,-1
mécontent,-1
mécontent,-0.75
mécontent,-0.75
mécontent,-0.5
mécontent,-0.5
méconnu,-1
méconnu,-0.25
méconnaissable,-0.6
méchant,-1
méchant,-0.75
méchant,-0.5
méchanceté,-1
méchanceté,-1
méchanceté,-1
méchanceté,-1
méchanceté,-1
méchanceté,-0.8
méchamment,-1
méchamment,-1
méchamment,-1
méchamment,-1
méchamment,-1
méchamment,-0.25
méandre,0.25
maximum,0.4
mawkishness,-0.25
mawkishly,-0.25
maux de tête,-1
maux de tête,-0.5
maux,-1
mauviette,-0.25
mauvaises herbes,-0.25
mauvaise utilisation,-1
mauvaise qualité,-1
mauvaise gestion,-1
mauvaise gestion,-1
mauvaise évaluation,-0.8
mauvaise direction,-0.8
mauvaise conduite,-0.5
mauvais traitement,-1
mauvais traitement,-1
mauvais traitement,-1
mauvais service,-0.5
mauvais pour la santé,-0.75
mauvais fonctionnement,-1
mauvais,-0.5
maussade,-1
maussade,-0.75
mauled,-0.8
maudit,-0.5
maudit,-0.5
maudire,-1
maturité,1
mature,0.75
maternité,0.6
maternité,0.6
maternel,0.8
matérialiste,-0.6
mat,-1
masse,-0.6
massage,0.5
massacres,-1
massacre,-0.5
masochisme,-0.8
masculinité,-0.25
masculin,0.4
martyre,-0.5
martial,-0.4
martèlement,-0.4
marmonner,-0.6
mariages,0.6
mariage,0.6
mariage,0.6
marginalement,-0.4
marginal,-0.4
marge de manœuvre,0.4
maréchal,-0.25
marcher,-0.25
marasme,-0.5
marais,-0.25
mar,-0.5
manteau de sucre,-1
manquer de respect,-1
manquer de,-0.75
manquer,-1
manque de respect,-1
manque de respect,-1
manque de remords,-1
manque de fiabilité,-1
manque d'importance,-0.8
manqué,-0.5
manqué,-0.5
manque,-1
manque,-0.5
manque,-0.25
manquant,-0.75
mannequin,-0.5
manipuler,-0.5
manipulateurs,-0.8
manipulateur,-0.5
manifesté,0.25
manières,0.1
maniéré,0.6
manie,-1
maniaque,-0.5
maniaque,-0.5
maniable,0.8
maniable,0.8
mangles,-1
manger,0.6
manette,-0.25
mamelons,-0.25
malversation,-1
malveillant,-0.75
malveillant,-0.75
malveillance,-1
maltraiter,-0.8
maltraité,-1
maltraité,-1
maltraité,-1
malpronounce,-0.25
malodorant,-1
malmené,-0.4
malin,-0.5
malignité,-1
malignité,-1
malicieux,-0.8
malicieux,-0.5
malicieusement,-1
malice,-0.5
malhonnêteté,-0.5
malhonnêtement,-1
malheurs,-1
malheureux,-1
malheureux,-0.75
malheureux,-0.75
malheureusement,-1
Malheureusement,-1
malheureusement,-1
malheureusement,-1
malheur,-0.75
malheur,-0.5
malformation,-1
malfaisant,-1
malentendus,-0.8
malentendus,-0.8
malentendu,-0.75
malédictions,-0.8
malédiction,-0.75
malédict,-1
malchanceux,-0.5
malchanceux,-0.5
malchance,-1
malchance,0.4
malaise,-0.75
malaise,-0.5
malaise,-0.5
maladroitement,-0.8
maladroit,-1
maladroit,-0.75
maladresse,-0.8
maladivement,-1
maladif,-0.5
maladie,-1
maladie,-1
maladie,-0.75
maladie,-0.75
malade favorisé,-1
malade,-1
malade,-0.5
mal-être,-0.25
mal utilisé,-1
mal trié,-1
mal trempé,-1
mal trempé,-1
mal se comporter,-1
mal renseigner,-1
mal renseigné,-1
mal prononcé,-0.25
mal placé,-0.5
mal orienté,-0.8
mal nourri,-1
mal interpréter,-0.75
mal interpréter,-0.5
mal interprété,-0.8
mal intentionné,-0.5
mal informé,-0.5
mal informé,-0.5
mal formé,-1
mal évaluer,-0.8
mal élevé,-1
mal élevé,-1
mal du pays,-1
mal défini,-1
mal défini,-1
mal de tête,-0.5
mal conseillé,-1
mal conseillé,-1
mal conçu,-1
mal conçu,-1
mal conçu,-1
mal conçu,-1
mal compris,-0.75
mal comprendre,-1
mal comprendre,-0.75
mal calculer,-0.8
mal calculé,-0.8
mal au dos,-1
mal aligné,-1
mal aimer,-1
mal aimé,-0.5
mal à l'aise,-1
mal à l'aise,-0.8
mal,-0.75
mal,-0.75
mal,-0.75
mal,-0.75
majorité,0.25
majorer,0.6
majordome,0.4
Majeur,0.4
majestueux,0.75
maîtriser,-0.5
maîtriser,-0.5
maîtrise,0.1
maîtresse,-0.5
maison de prostitution,-0.8
maintenir,0.6
maigre,-1
maigre,-0.8
maigre,-0.8
maigre,-0.6
maigre,0.6
magot,-0.25
magnifiquement,0.8
magnifiquement,1
magnifiquement,1
magnifiquement,1
magnifique,0.5
magnifique,0.5
magnificence,0.75
magnétisme,0.25
magnanimement,0.6
magnanime,0.6
magistralement,1
magistral,1
mafia,-0.8
madden,-1
lyrique,0.5
lyre,0.4
luxuriate,0.8
luxure,-1
luxure,-0.25
luxe,0.5
luttes,-0.5
lutter,-0.5
lutter,-0.4
lutté,-0.6
lutté,-0.5
lutté,-0.4
lutte,-0.75
lutte,-0.4
luttant,-0.5
lutin,-0.8
lustré,0.5
lustre,0.5
luminosité,0.5
lumineux,0.5
luminesced,0.4
lumière des étoiles,0.6
luire,0.6
lugubre,-0.75
lugubre,-0.5
lueur,0.25
lueur,0.5
ludique,0.5
lucratif,1
lucidement,0.25
lucide,0.25
lubrique,-1
lourdement,-1
lourdement,-1
lourdement,-1
lourdement,-0.25
lourdaud,-1
lourdaud,-1
louper,-1
Loup,-0.25
louer,0.5
louer,0.6
loué,0.25
louanges,1
louange,1
louable,0.5
louable,0.5
louable,1
louable,1
longue durée,0.6
longévité,0.8
long,-1
long,-0.25
lolls,-0.25
loisir,0.6
loisir,0.8
logique,0.5
locaux,0.25
lobbyiste,-0.25
livresque,0.6
livraison,0.6
litière,-0.6
liste de contrôle,0.1
lisse,0.5
lisse,0.6
lionhearted,0.8
Lion,0.1
limpide,-0.8
limites,-0.25
limites,-0.25
limité,-0.75
limité,-0.5
limite,-0.25
ligue,0.25
ligne dure,-0.25
lié,-0.25
licencieux,-1
Licencier,-1
licenciement heureux,-1
licenciement,-1
licencié,-1
licencié,-0.6
librement,1
libre,-0.25
libertés,1
liberté,0.5
liberté,0.75
libère,0.6
libéré,0.8
libéré,0.8
libération,0.5
lever du soleil,0.6
leurre,-0.5
leucémie,-0.5
léthargique,-0.5
léthargie,-0.75
lésé,-0.5
lésé,-0.5
les yeux bandés,-0.6
les victimes,-0.75
les vacances,0.8
les soutiens,0.5
les sanctions,-1
les salaires,0.4
les rides,-0.5
les requins,-0.4
les prisonniers,-0.8
les préjugés,-1
les ports,-0.4
les plaisirs,1
les pénuries,-1
les monuments,0.6
les maladies,-1
les liaisons,0.6
les judders,-1
les insultes,-0.5
les Infiltrés,-0.6
les inconvénients,-1
les hémorroïdes,-1
les fouilles,-0.25
les étendues,0.4
les erreurs,-0.75
les échecs,-0.5
les doutes,-0.5
les doigts dans le nez,0.6
les diables,-1
les criminels,-1
les cochons,-1
les auteurs,-0.8
les atouts,0.5
les ancêtres,0.25
les amoureux,0.25
les accidents,-0.6
les abus,-0.5
lépreux,-0.6
lèpre,-1
légitimement,1
légitime,0.25
légitime,0.75
légitime,0.8
légèreté,-1
légèreté,0.6
léger,0.8
légalisé,0.6
légalement,0.8
légal,0.25
LED,0.4
leçon,0.4
lech,-0.6
le tabac,-0.25
le soulagement,0.5
le respect,0.5
le progrès,0.75
le plus sombre,-0.6
le plus simple,0.4
le plus rapide,0.6
le plus net,1
le plus méchant,-1
le plus laid,-0.5
le plus intelligent,0.5
le plus intelligent,0.6
le plus intelligent,0.8
le plus fou,-0.25
le plus fort,0.75
le plus fin,0.5
le plus étrange,-0.5
le plus étrange,-0.25
le plus drôle,0.8
le plus cruel,-1
le plus chaud,-0.25
le plus brillant,0.75
le plus bas,-0.75
le piratage,-1
le néant,-0.25
le malheur,-0.5
le mal du pays,-0.75
le diabolisme,-1
le déni,-0.75
le coucher du soleil,0.6
le concierge,0.1
le coeur lourd,-0.5
le chaos,-0.75
lawyered,-0.6
lave,-0.25
lavage de cerveau,-1
lavage de cerveau,-1
lauréat,0.8
latrines,-0.6
latent,-0.25
lassitude,-0.75
larves,-0.25
larmoyant,-1
larmes,-0.5
larbin,-0.25
laquais,-0.25
lapidé,-0.6
languissant,-0.8
languissant,-0.5
languir,-0.5
langueur,-0.1
langoureux,-0.1
langoureusement,-0.1
lancement,-0.1
lancé,-0.25
lance,-0.4
lamenter,-0.75
lamentation,-1
lamentablement,-1
lamentablement,-1
lamentable,-1
lame de rasoir,1
lambiner,-0.25
laisser tomber,-1
laisser,-0.25
laid,-0.75
laggy,-1
lacunes,-1
laconique,-1
laconique,-0.4
lâcheté,-0.5
lâches,-1
lâcher,-0.4
lâche,-1
lâche,-1
labyrinthes,-0.4
labyrinthe,-0.25
laborieux,-0.8
laborieux,-0.25
laborieusement,-1
labeur,-0.8
la vulgarité,-1
la violence,-0.5
la victoire,0.75
La triche,-1
la tragédie,-0.75
la toux,-0.8
la tourmente,-0.5
la tombe,-0.5
la stabilité,0.5
la sororité,0.5
la sorcellerie,-0.25
la soif,-0.25
la sincérité,1
la résistance,-0.5
la répréhension,-1
la relance,0.5
la prostitution,-0.5
la prospérité,0.5
la propagande,-0.75
la prévention,0.25
la pollution,-1
la pollution,0.5
la perfidité,-1
la perfection,0.5
la perception,-0.25
la pauvreté,-0.75
la patience,0.5
La non-violence,0.8
La non-violence,1
la noblesse,0.1
la nausée,-0.5
la musique,0.6
la merde,1
la médiation,-0.4
la méchanceté,-0.5
la mariée,0.6
la manie,-0.5
la maîtrise,0.25
la main d'oeuvre,-0.4
la lenteur,-0.25
la laideur,-0.5
la honte,-0.75
la guerre comme,-1
la grotte,-1
la grève,-0.75
la grâce,1
la gestion,0.4
la gentillesse,0.5
la frayeur,-0.75
la flexibilité,0.5
la faillite,-1
la diarrhée,-1
la démocratie,0.4
la démence,-1
la défense,0.25
la critique,-0.6
la criminalité,-0.75
la créativité,1
la corruption,-0.75
la coopération,0.1
la convivialité,0.5
la compassion,0.75
la cohérence,0.5
la chronique,0.1
la chance,0.75
la chance,1
la cérémonie,0.6
la bravoure,-0.25
la bonté,1
la bombe,1
la bêtise,-0.5
l'obtention du diplôme,0.5
l'état de l'art,0.8
l'état de l'art,1
l'avance,0.5
l'artillerie,-0.25
l'apogée,0.25
kooky,-0.25
kook,-0.25
kilter,-0.25
killjoy,-1
kidnapper,-0.5
kidnappé,-1
keynote,0.4
kamikaze,-1
juxtaposition,-0.25
juvénile,-1
juvénile,-0.1
jutter,-1
justifier,0.25
justifier,0.8
justification,0.25
justification,0.25
justificatif,0.75
justifiable,0.8
justesse,1
juste,0.75
jurer,-0.1
juré,-0.8
junte,-0.25
Junkyard,-0.25
junky,-1
junked,-0.8
jugulaire,-0.4
juger,0.4
jugeote,1
judicieux,0.5
judicieusement,0.5
Judder,-1
jubiler,1
jubilatoire,-0.8
jubilation,1
joyeux,0.5
joyeux,0.5
joyeux,0.6
joyeux,0.75
joyeux,1
joyeux,1
joyeusement,0.5
joyeusement,0.5
joyeusement,1
joyeusement,1
joyeusement,1
joyeusement,1
journaliste,0.25
jour du Jugement dernier,-0.5
jouissance,1
joueur,-0.25
jouet,-0.25
jonché,-0.4
jollifier,1
joliment,1
joli,0.75
joker,-0.1
joindre,0.25
joie,0.75
joie,0.75
joie,0.75
jocks,-0.25
jeux d'argent,-0.25
jeunesse,0.4
jeunesse,0.6
jeune marié,0.6
jeune fille,-1
jeune fille,0.25
jeûne,-0.25
Jeune,0.4
jeune,0.5
Jeter,-0.6
jeter,-0.6
jeté,-0.6
jet,-0.1
je suis comme,0
je souhaite que,-2
jaunisse,-0.8
jaunisse,-0.8
jaser,-0.8
jaser,-0.25
jarringly,-0.6
jargon,-0.4
jardin,0.6
japper,-0.8
jaloux,-0.75
jalousie,-0.75
jalousement,-1
jaillit,-0.25
jaillissement,-0.25
jaillir,-0.25
jackfuck,-1
jackasses,-0.5
jachère,-0.6
jacasseur,-0.25
jacasser,-0.5
jabs,-0.6
j'espère,0.6
J'en ai rien à faire,-1
ivrogne,-0.8
ivresse,-0.6
ivre,-0.6
ivre,-0.5
isoler,-0.6
isolement,-0.5
isolé,-0.75
isolé,-0.4
irriter,-1
irriter,-0.5
irritée,-1
irrité,-1
irrité,-0.5
irritations,-1
irritation,-0.75
irritant,-1
irritant,-1
irritant,-0.75
irritabilité,-1
irrévocable,-0.25
irréversible,-0.5
irrévérencieux,-1
irresponsable,-0.5
irresponsable,-0.5
irrespectueux,-0.75
irrespectueusement,-1
irrespectable,-1
irrésolu,-0.5
irrésistible,-0.8
irrésistible,0.75
irréprochable,-0.6
irréprochable,0.25
irréprochable,0.5
irrépressible,-0.4
irréparable,-1
irréparable,-0.5
irremplaçable,-1
irremplaçable,0.4
irrémédiablement,-1
irrémédiablement,-1
irrégulier,-0.75
irréel,-0.4
irréductible,-0.6
irrécupérables,-1
irréconciliable,-0.5
irréaliste,-1
irréalisable,-0.8
irrationnellement,-1
irrationalités,-0.25
irrationalité,-0.5
ironiquement,-0.25
ironique,-1
Ironies,-0.25
ironie,-0.25
irksomely,-1
irks,-1
invulnérable,0.5
invraisemblablement,-0.8
involontairement,-0.6
involontairement,-0.4
involontaire,-1
involontaire,-0.8
involontaire,-0.4
invitation,0.25
invisible,-1
inviolable,0.25
invincible,0.25
invincibilité,0.6
invention,-0.25
invectiver,-0.8
invective,-0.8
invasion,-0.6
invariablement,0.25
invalidité,-0.8
invalidité,-0.5
invalider,-0.5
invalide,-0.8
inutilité,-1
inutilité,-1
inutilité,-0.6
inutilisable,-1
inutilement,-0.8
inutilement,-0.6
inutile,-0.75
inutile,-0.75
inutile,-0.6
inutile,-0.6
inutile,-0.6
intuition,0.5
intuitif,0.5
intrusion,-0.8
intrusion,-0.8
intrusion,-0.75
intrusif,-0.75
intrus,-1
intrus,-1
intrus,-0.8
intrus,-0.5
introduit,0.6
intrigues,0.8
intrigue,-0.1
intrépidité,0.8
intransigeant,-0.6
intransigeant,-0.5
intraitable,-0.5
intoxiqué,-0.5
intouchable,-0.25
intonation,-0.25
intolérant,-1
intolérance,-0.5
intolérablement,-1
intolérablement,-1
intitulé,-0.25
intimité,0.8
intimider,-1
intimider,-0.75
intimider,-0.25
intimidé,-0.5
intimidé,-0.5
intimidation,-0.75
intimidateurs,-1
intimidant,-1
intimidant,-1
intimidant,-1
intimidant,-1
intimidant,-0.5
intestins,-0.4
interviewé,-0.25
interruptions,-0.6
interruption,-0.5
interrompu,-0.75
interrompt,-0.6
interrompre,-0.8
interrompre,-0.75
interrompre,-0.6
interroger,-0.6
interrogé,-0.6
interprète,0.4
interprétation erronée,-0.8
intermittent,-0.5
interminable,-0.6
interlude,0.25
interférer,-1
interfère,-1
interfère,-0.6
intérêts,0.5
intérêt personnel,-1
intérêt personnel,-0.25
intérêt,0.5
intéressé,-1
intéressé,-0.25
intéressant,0.75
interdit,-1
interdit,-0.8
interdire,-0.8
interdire,-0.75
interdiction,-0.5
interdiction,-0.4
intentions,0.25
intense,-0.25
intenable,-0.5
intelligible,0.4
intelligent,0.75
intelligent,1
intelligence,0.5
intelligemment,0.8
intellectuel,0.8
intellect,0.6
intégré,0.6
intacte,-0.5
intact,0.5
insurrection,-0.5
insurmontable,-0.5
insupportablement,-1
insupportablement,-1
insupportablement,-0.8
insupportablement,-0.6
insupportable,-0.6
insupportable,-0.5
insulter,-1
insulté,-0.5
insultant,-1
insulaire,-0.6
insuffisance pondérale,-0.8
insuffisance,-0.5
insubordonné,-1
instrumental,0.5
instruction,0.4
instructif,0.4
instructeur,0.4
instinctivement,0.4
instinctif,0.4
instigateurs,-0.8
instigateur,-0.8
instable,-1
instable,-1
instable,-0.8
instable,-0.75
inspirer,1
inspiré,0.5
inspire,0.8
inspiration,1
inspirant,0.5
inspirant,0.75
insoutenable,-0.5
insouciant,0.5
insouciance,-0.5
insouciance,-0.25
insondable,-1
insomnie,-1
insolvable,-0.5
insolvabilité,-0.8
insolence,-1
insolemment,-1
insociable,-0.8
insister,-0.25
insinuation,-0.6
insinuation,-0.4
insignifiant,-0.75
insignifiance,-0.5
insidieux,-0.5
inséparable,0.5
insensiblement,-1
insensible,-0.8
insensible,-0.8
insensible,-0.5
insensible,-0.5
insensibilité,-0.5
insensé,-0.75
insensé,-0.5
insatisfiable,-1
insatisfait,-0.75
insatisfait,-0.5
insatisfaisant,-1
insatisfaisant,-1
insatisfaisant,-1
insatisfaisant,-0.5
insatisfaction,-0.5
insatiable,-0.5
inquisition,-0.4
inquiétude,-1
inquiétude,-1
inquiétude,-0.8
inquiétude,-0.5
inquiéter,-0.75
inquiétant,-1
inquiétant,-1
inquiétant,-1
inquiétant,-0.75
inquiétant,-0.5
inquiétant,-0.5
inquiet,-1
inquiet,-0.8
inquiet,-0.75
inquiet,-0.75
inquiet,-0.25
inpressé,1
inoxydable,0.5
inouï,-0.6
inoubliable,0.5
inopérable,-0.8
inonder,-0.5
inonder,-0.4
inondé,-0.8
inondé,-0.4
inondations,-0.8
inoffensif,0.5
inoffensif,0.8
innover,0.5
innovation,0.75
innovant,0.5
innocent,0.4
innocent,0.8
injustifié,-0.5
injustifié,-0.5
injustifié,-0.5
injustifiable,-0.8
injustifiable,-0.5
injustice,-1
injustice,-0.8
injustice,-0.5
injustement,-1
injustement,-1
injuste,-0.8
injuste,-0.75
injuste,-0.5
injurieux,-0.5
injonction,-0.4
injecté de sang,-0.8
initié,0.6
iniquité,-0.5
inique,-0.25
inintéressant,-0.5
inintelligible,-1
inintelligible,-0.5
inintelligent,-1
inimitablement,-0.25
inimitable,0.25
inimaginable,-0.6
inimaginable,-0.5
inhumanité,-0.5
inhumain,-1
inhumain,-0.5
inhospitalier,-0.5
inhibition,-0.6
inhiber,-0.75
inhabituel,-0.6
inhabituel,-0.6
ingratitude,-1
ingrat,-1
ingrat,-0.5
ingouvernable,-0.8
ingérence,-0.5
ingérable,-1
ingénument,1
ingénu,1
ingéniosité,1
ingénieux,0.75
ingénieusement,1
infuser,0.25
infuser,0.25
infructueux,-0.75
infructueux,-0.5
infranchissable,-0.6
infractions,-0.8
infraction,-0.8
infraction,-0.75
infraction,-0.5
informe,-0.6
informateur,0.4
influent,1
influence,0.25
infliger,-0.75
inflexible,-0.6
inflexible,-0.5
inflation,-0.6
inflammatoire,-1
infirmité,-0.8
infirmière,-0.25
infiniment,0.6
infini,0.6
infini,0.6
infiltré,-0.6
infiltration,-0.6
infidélité,-1
infidèlement,-1
infidèle,-0.5
infidèle,-0.5
infester,-1
infestation,-1
infertilité,-0.8
inférieur aux normes,-0.5
inférieur,-0.75
infections,-1
infection,-0.75
infecté,-0.75
infamie,-0.5
infâme,-1
infâme,-1
infâme,-0.75
infâme,-0.5
infailliblement,0.25
infaillible,1
infaillibilité,0.25
inextricablement,-0.8
inextricable,-0.8
inexpliqué,-0.5
inexplicable,-0.8
inexplicable,-0.6
inexplicable,-0.6
inexpert,-0.8
inexpérimenté,-1
inexpérimenté,-0.5
inexorablement,-0.6
inexorable,-0.6
inexistant,-0.6
inexcusable,-0.5
inexacte,-0.75
inévitablement,-0.8
inévitable,-0.6
inévitabilité,-0.6
inestimable,-0.6
inestimable,0.25
inestimable,0.5
inerte,-0.25
inéquitablement,-1
inéquitable,-0.5
inepte,-1
inepte,-0.5
inepte,-0.5
inéluctable,-0.6
inéloquent,-1
inéloquemment,-1
inélégant,-1
inélégance,-1
inégalités,-1
inégalité,-0.5
inégalée,0.4
inégalé,0.4
inefficacité,-1
inefficacité,-1
inefficacité,-1
inefficacité,-0.5
inefficace,-1
inefficace,-1
inefficace,-0.5
inébranlable,0.25
inébranlable,0.5
industrieux,1
indulgent,-0.25
indulgent,0.75
induit en erreur,-1
indolent,-0.5
individualité,0.6
indistinctement,-1
indistinctement,-0.25
indistinct,-0.6
indisposé,-0.5
indisponible,-0.5
indiscutablement,0.4
indiscutablement,1
indiscutable,1
indiscriminer,-0.25
indiscriminant,-0.25
indiscrétion,-0.5
indiscret,-1
indiscret,-0.6
indiscipliné,-1
indiscipliné,-0.5
indiscernable,-0.6
indiscernable,-0.6
indignité,-1
indigne de confiance,-0.5
indigné,-1
indigné,-0.75
indigné,-0.75
indigne,-1
indigne,-1
indigne,-0.75
indignation,-0.75
indigent,-0.5
indifférent,-1
indifférent,-0.8
indifférent,-0.5
indifférence,-0.75
indiciblement,-1
indiciblement,-0.8
indicible,-0.75
indicateur,0.25
indéterminé,-0.6
indéterminé,-0.6
indéterminé,-0.5
indéterminable,-0.6
indésirable,-1
indésirable,-0.75
indésirable,-0.75
indescriptible,-1
indescriptible,-0.25
indenture,-0.25
indemne,0.4
indemne,0.8
indélicat,-0.6
indéfini,-0.6
indécorum,-0.8
indécis,-1
indécis,-0.75
indécence,-1
indécemment,-1
incursion,-0.8
incurable,-1
inculquer,-0.25
incube,-0.25
incroyable,0.5
incroyable,0.5
incriminer,-1
incriminer,-1
incriminé,-0.5
incrimination,-1
incrédulité,-0.6
incrédulité,-0.5
incrédule,-0.6
incorrigiblement,-0.4
incorrigible,-0.4
incorrectement,-0.8
Incorrect,-0.75
inconvénient,-0.5
inconvénient,-0.5
inconvenant,-1
incontrôlé,-0.5
incontrôlable,-1
incontesté,-0.25
incontestablement,0.5
incontestable,0.4
incontestable,0.5
inconstant,-0.6
inconsolable,-0.5
inconsistant,-0.8
inconsistance,-0.8
inconséquent,-0.6
inconscient,-0.6
inconscient,-0.5
inconnu,-0.6
inconnu,-0.5
inconnu,-0.25
inconnaissable,-0.8
incongru,-0.5
inconfortablement,-0.5
inconfortable,-0.75
inconduite,-1
inconditionnellement,0.4
inconcevable,-0.5
incompréhension,-0.8
incompréhensible,-0.5
incomplétude,-0.6
incomplet,-0.6
incompétent,-0.8
incompétent,-0.75
incompatible,-0.5
incompatibilité,-0.8
incomparablement,0.25
incomparable,-0.6
incomparable,0.5
incommode,-0.8
incolore,-0.25
incohérent,-0.5
incohérences,-0.8
incohérence,-0.5
incognito,-0.4
incliner,0.6
incliné,0.4
incitation,-1
incestueux,-1
inceste,-1
incessant,-0.5
incertain,-0.75
incertain,-0.5
incendie volontaire,-1
incassable,0.8
incarcération,-0.25
incapacité,-0.75
incapacité,-0.6
incapable,-0.5
inauguration,0.6
inattentif,-0.8
inattendu,-0.25
inattaquable,-0.4
inarticulé,-0.5
inarrêtable,-0.25
inaptitude,-0.8
inapte,-1
inapproprié,-0.8
inapplicable,-0.6
inaperçu,-0.5
inadmissible,-0.6
inadapté,-1
inadapté,-0.8
inadaptation,-1
inactivité,-0.6
inaction,-0.75
inactif,-0.6
inachevé,-0.5
