x,y
faible,-0.625
faible cote,-1.0
faible d'esprit,-1.0
faible risque,0.9
faiblement,-0.9333333333333332
faiblesses,-1.0
failles,-0.525
faillible,-0.8000000000000002
faillite,-0.75
faim,-0.6
faire campagne,-0.25
faire chier,-1.0
faire de la propagande,-1.0
faire des reproches,-0.75
faire l'amour,0.5
faire l'éloge,1.0
faire la fête,0.8000000000000002
faire le deuil,-1.0
faire pipi,-0.6
faire semblant,-0.75
faire étalage,-0.5
faisablement,0.4000000000000001
faisant autorité,0.25
fait des ravages,-1.0
fait glisser,-0.5
fait mal,-0.75
fait par l'homme,0.4000000000000001
fait plaisir,1.0
fait semblant,-0.10000000000000002
fait une embardée,-0.8000000000000002
faits,0.4000000000000001
fallacieusement,-1.0
fallacieux,-0.5
falsification,-0.75
falsifier,-0.875
falsifié,-1.0
fameusement,0.5
familiarité,0.8000000000000002
familier,0.8000000000000002
famine,-0.625
fanatique,-0.5375
fanatiquement,-0.4000000000000001
fanatiques,-0.6
fanatisme,-0.6
fanfare,0.5
fantaisie,0.5
fantaisiste,0.8000000000000002
fantasmé,0.6
fantastique,0.6750000000000002
fantomatique,-0.5
fantôme,-0.7000000000000001
fané,-1.0
faon,-0.25
farce,-0.5
farce mais provocateur,-1.0
farceur,-0.25
farcicalement,-0.25
fardeau,-0.25
farfelu,-0.8000000000000002
fascinant,0.875
fascinante,0.6
fascination,0.5
fascine,0.6
fasciner,0.55
fasciné,0.6
fascisme,-1.0
fasciste,-0.5
fascistes,-1.0
fatal,-0.5
fatalement,-0.8000000000000002
fataliste,-0.8000000000000002
fatalité,-0.5
fatalités,-1.0
fatidique,-1.0
fatigant,-0.8333333333333334
fatiguant,-1.0
fatigue,-0.625
fatigues,-0.8000000000000002
fatigué,-0.86
fatique,-1.0
fatuité,-0.25
faufiler,-0.5
faussement,-0.375
fausses couches,-0.8000000000000002
fausseté,-0.9333333333333332
faute,-0.625
fauteuil roulant,-0.25
fauteur de troubles,-0.5
faux,-0.6642857142857144
fav,1.0
fave,1.0
faveurs,0.6
favorable,0.5
favoris,0.8000000000000002
favoriser,0.7999999999999999
favorisé,0.75
favoritisme,-0.4000000000000001
feindre,-0.55
feint,-0.6
feinte,-0.6
femelle,0.4000000000000001
fendu,-0.4000000000000001
ferme,0.75
fermer,-1.0
fermer les yeux sur,-0.25
fermeté,0.55
fermoir,-0.25
fertile,0.75
fervement,1.0
fervent,0.5
ferveur,0.5
fesser,-0.5
fessée,-0.6
festival,0.5
festoyé,0.6
feu,-0.25
feuilleter,0.4000000000000001
fiabilité,1.0
fiable,0.75
fiancé,0.25
fiasco,-0.75
fibbing,-0.8000000000000002
fichu,-0.25
fictif,-0.375
fiction,-0.25
fidèle,0.875
fidèlement,0.5
fidélité,0.75
fiel,-0.5
fierté,0.25
fiesta,0.8000000000000002
figure de proue,-0.25
fille,0.6
fils de pute,-1.0
finagle,-0.4000000000000001
final,0.25
finement,0.8000000000000002
finesse,0.8000000000000002
firestorm,-0.8000000000000002
fissure,-0.5
fissures,-0.6
fissuré,-0.5
fièvre,-0.8000000000000002
fièvres,-0.8000000000000002
fiévreux,-1.0
flagrant,-0.5333333333333333
flailing,-0.8000000000000002
flair,0.25
flairs,-1.0
flak,-0.25
flakey,-1.0
flakieness,-1.0
flamber,-0.25
flamboyant,-0.25
flambé,-0.8000000000000002
flareup,-0.25
flareups,-0.25
flasque,-0.65
flatter,-0.375
flatteringly,0.8000000000000002
flatteur,0.5
flatulence,-0.6
fleuri,0.7333333333333334
fleurir,0.8000000000000002
flexible,0.6
flexion musculaire,-1.0
flimflam,-1.0
flipper,-0.5
flirter,0.25
flocon,-1.0
floconneux,-1.0
flocons,-0.8000000000000002
flop,-0.25
flops,-0.25
floraison,1.0
floral,0.6
florissant,0.5
flottable,0.5
flotte,-0.25
flottement,-0.8000000000000002
flou,-0.6999999999999998
floutant,-0.4000000000000001
flouté,-0.6
fluctuation,-0.25
flâné,0.4000000000000001
fléau,-0.5
fléchit,-0.6
fléché,-0.8000000000000002
flétri,-1.0
flétrir,-1.0
flétrissement,-1.0
focal,0.4000000000000001
foi,0.75
foiré,-0.375
folie,-0.6875
follement,-0.21
foncé,-0.6
fond,0.5
fondamental,0.10000000000000002
fondamentalisme,-0.25
fondateur,0.4000000000000001
fondation,0.4000000000000001
fondu,-0.6
fondé sur des principes,0.8000000000000002
force,0.5
forcer,-0.5
forclusion,-0.8000000000000002
forcé,-0.65
forgé,-0.75
formalités administratives,-0.25
formidable,0.75
formule,0.4000000000000001
fornication,-0.4000000000000001
fort,0.5
forte,0.8000000000000002
fortement,0.6
forteresse,-0.25
fortifier,0.6
fortuit,1.0
fortuitement,1.0
fortune,0.5
fou,-0.75
fou de joie,0.75
fou furieux,-0.5
foudroyé,-0.4000000000000001
fouet,-0.25
fouets,-0.25
fouetter,-0.6000000000000001
fouetté,-0.8000000000000002
fougueuse,1.0
fougueux,0.5
fouiller,-0.6
fouiner,0.25
fourbe,-0.5
fourrage,-0.25
fourré,-0.25
fous,-1.0
foyer,0.6
fracasser,-0.75
fracture,-0.5
fragile,-0.5
fragilité,-0.8000000000000002
fragilités,-0.8000000000000002
fragmenté,-0.6
frais,-0.04999999999999999
franchise,0.25
frappant,0.5
frappe,-0.8000000000000002
frapper,-0.6999999999999998
frappé,0.0
fraternel,0.5
fraude,-0.875
frauder,-0.75
fraudeur,-1.0
fraudeurs,-1.0
frauduleux,-0.75
fraîcheur,0.6
freak,-0.8000000000000002
freakout,-0.6
freakshow,-0.8000000000000002
fredonner,-1.0
frelaté,-0.5
frette,-0.5
frettes,-0.8000000000000002
fretting,-0.8000000000000002
friction,-0.625
frictions,-0.25
friggin,-0.25
frikine,-0.4000000000000001
fringant,0.625
fripon,-0.8000000000000002
frisson,0.0
frissonner,-1.0
frissons,0.375
frit,-1.0
frivole,-0.5
froid,-0.625
froidement,-0.25
froideur,-0.5
froissement,-0.6
froisser,-0.7333333333333334
froissé,-0.6
froncer les sourcils,-0.65
front de mer,0.25
frottis,-0.5
froussard,0.10000000000000002
frousse,-0.4000000000000001
fructueux,0.5
frugal,0.25
fruits,0.6
frustrant,-0.5
frustrations,-1.0
frustre,-0.5
frustrer,-1.0
frustré,-0.75
frémir,-0.5
frénésie,-0.875
frénétique,-0.5833333333333334
frénétiquement,-0.6833333333333332
fréquenter,-0.4000000000000001
frêle,-0.8000000000000002
ftw,1.0
fuckhead,-1.0
fugace,-0.4000000000000001
fugitif,-0.5
fugitifs,-1.0
fuir,-0.75
fuit,-0.5
fuite,-0.62
fuites,-0.8000000000000002
fulminer,-0.25
fumant,-0.375
fumisterie,-0.25
fumée,-0.5
funérailles,-0.8000000000000002
fureur,-0.5
furieusement,-1.0
furieux,-0.8125
furtif,-0.325
fusible,-0.25
fusil,-0.4000000000000001
fusil à pompe,-0.4000000000000001
fusion,-0.25
fustiger,-1.0
fusées,-0.25
fusées éclairantes,-1.0
futile,-1.0
futilement,-0.25
futuriste,0.625
fuyez,-0.75
fâcherie,-1.0
fâcheux,-0.8000000000000002
fébrile,-0.75
fécale,-0.8000000000000002
félicitation,0.5
félicitations,1.0
féliciter,0.6333333333333333
félicité,0.75
félin,0.25
félonies,-1.0
féminin,-0.25
féodal,-0.25
féodalisme,-0.25
féroce,-0.65
férocement,-0.8000000000000002
férocité,-0.5
fétide,-1.0
fête,0.4666666666666666
fœtus,-0.25
gaffes,-1.0
gag,-0.5
gage,0.25
gagnant,0.8333333333333334
gagnants,0.8000000000000002
gagne,0.5
gagner,0.625
gagné,0.5
gai,0.875
gaiement,1.0
gaieté,0.875
gain,0.75
gains,0.75
galamment,0.5
galanterie,0.5
galbé,0.8000000000000002
gale,-0.9
galerie,0.4000000000000001
galeux,-1.0
galles,-1.0
gambader,0.5
gang,-0.8000000000000002
gangster,-1.0
garance,-0.8000000000000002
garant,1.0
garantie,0.5
garde,-0.325
garde du corps,-0.25
gardien,-0.15000000000000002
gardiens,-0.4000000000000001
gardiens de la paix,0.8000000000000002
gaspillage,-1.0
gaspiller,-1.0
gaspilleur,-0.5
gauche,-0.625
gaze,-0.25
geek,-0.6
geekier,-0.25
gel,-0.4666666666666666
gelure,-0.5
gelé,-0.25
gemme,0.5
gemmes,0.6
gentil,0.5
gentillesse,0.8000000000000002
gercée,-1.0
ghetto,-0.5
gibber,-1.0
gifler,-0.5
gigantesque,0.25
gigue,-1.0
gimmick,-0.25
gimmicked,-0.25
gimmicks,-0.4000000000000001
gimmicky,-0.4000000000000001
gimps,-0.8000000000000002
girly,-0.25
gitan,-0.25
glacial,-0.4000000000000001
glapissant,-0.6
glas,-0.5
glissé,-0.6
gloire,1.0
glousser,0.5
gloussé,0.8000000000000002
glouton,-0.75
gluant,-0.25
gommage,-0.25
gonfler,-0.6
gonflé,-0.5833333333333334
gorge folle,-0.5
goujat,-0.4000000000000001
goujon,0.6
gourou,0.6
gourous,0.6
goutte,-0.25
gouttelettes,-0.25
goût,0.8000000000000002
graisse,-0.5
grandement,-0.5
grandiloquent,-0.6
granulation,-0.6
grappes,-0.25
gras,-0.5
grassement,1.0
gratifiant,1.0
grattage,-0.6
gratuit,0.7666666666666666
grave,-0.5
graveleux,-0.25
gravement,-1.0
gravité,-0.25
grenade,-0.6
grief,-0.5
griefs,-1.0
griffe,-0.6
grignoter,-0.25
grimace,-0.5
grimacer,-0.75
grimacé,-1.0
grimaçant,-1.0
grimm,-0.6
grimper,-0.25
grincement,-0.5
grincements,-1.0
grincer,-0.6999999999999998
grincheux,-0.7250000000000001
grinçant,-0.25
grippe,-0.625
grizzly,-0.8000000000000002
groggy,-0.8000000000000002
grognement,-0.55
grognements,-0.6
grognon,-1.0
grondement,-0.425
gronder,-1.0
gronderly,-1.0
grondé,-1.0
gros,0.25
gros chat,-1.0
gros chats,-1.0
grossier,-0.7000000000000001
grossièrement,-0.8000000000000002
grotesque,-0.625
grotesquement,-1.0
groupie,-0.25
grouse,-1.0
gréeur d'élections,-1.0
grégaire,0.25
grêle,-0.8000000000000002
guerre,-0.5
guerres,-1.0
guerrier,-0.55
gueulard,-0.8000000000000002
gueule,-0.6
gueulé,-0.25
guidage,0.6
guider,0.6
guillotine,-1.0
gutsy,0.8000000000000002
guérilla,-0.25
guérir,0.875
guérir tous,1.0
guérison,0.5
guérissable,0.8000000000000002
gymnaste,0.25
gâcher,-0.5
gâchis,-1.0
gâteau chaud,1.0
gâteaux chauds,1.0
gâté,-0.8000000000000002
gémi,-0.8000000000000002
gémissant,-0.25
gémissement,-0.6833333333333332
gémissements,-0.8000000000000002
gémit,-0.625
génialement,1.0
génocide,-1.0
général,0.4000000000000001
génération,0.4000000000000001
générations,0.4000000000000001
généreuse,0.75
généreusement,1.0
généreux,0.5
générosité,0.75
gérer,0.4000000000000001
gênant,-0.5833333333333334
gêné,-0.4000000000000001
habile,0.75
habilement,0.9333333333333332
habileté,0.8000000000000002
habiliter,-0.25
habitat,0.6
hache,-0.6999999999999998
hacher,-0.25
haché,-0.25
hacks,-0.6
haie,-1.0
haine,-0.5833333333333334
haineusement,-1.0
haineux,-0.5
haleter,-0.8000000000000002
hallucination,-0.5
halluciner,-0.6
halètement,-0.8000000000000002
handicap,-0.8000000000000002
handicapé,-0.8000000000000002
hangars,-0.25
hante,-0.8000000000000002
hanter,-0.75
hanté,-0.75
harangue,-0.8000000000000002
harasses,-1.0
harcelant,-1.0
harceler,-0.6666666666666666
harceleur,-1.0
harceleurs,-1.0
harcelé,-1.0
harcèlement,-0.85
hardiment,0.25
hardliners,-0.25
hargneusement,-1.0
hargneux,-0.9
harmonie,0.5
harmonieux,1.0
harmoniser,0.4000000000000001
harpie,-0.25
harridan,-1.0
haschisch,-0.25
haussier,-0.8000000000000002
haut,1.0
haut de gamme,-0.25
haut lourd,-1.0
hautain,-0.75
hautainement,-0.8000000000000002
haute qualité,1.0
haïr,-0.75
hellfire,-1.0
herse,-1.0
heureusement,0.6666666666666666
heureux,0.6666666666666666
heurté,-1.0
hideur,-1.0
hideusement,-1.0
hideux,-0.75
highspirited,1.0
hightail,-0.4000000000000001
hilarant,0.0
hilarité,0.8000000000000002
historique,0.4000000000000001
holocauste,-1.0
homicide,-0.75
homicide involontaire,-1.0
hommage,0.55
homosexualité,-0.25
honneur,1.0
honnête,0.75
honnêteté,0.5
honorable,0.6
honorer,1.0
honoré,1.0
honte,-1.0
honteusement,-1.0
honteux,-0.75
hoodium,-1.0
hooligan,-0.5
hooligans,-0.8000000000000002
hordes,-0.6
horizon,0.25
horreur,-1.0
horreurs,-1.0
horrible,-0.65
horriblement,-0.5
horrifier,-1.0
horrifié,-0.75
horrifys,-1.0
hors la loi,-0.5
hors pair,0.5
hospitalier,1.0
hospitalité,1.0
hostile,-0.625
hostilité,-0.625
hostilités,-0.5
hourra,1.0
hubris,-0.6
huissier,-0.4000000000000001
humain,0.5
humanitaire,1.0
humanité,0.25
humble,0.6
humblement,0.6
humide,-0.325
humidité,-0.6
humiliant,-0.5
humiliation,-0.75
humilier,-0.5
humilité,0.75
humilié,-0.2333333333333333
humongous,0.25
humoriste,0.6
humoristique,1.0
humour,0.5
hunker,-0.4000000000000001
hurler,-0.36000000000000004
hustler,-0.5
hybride,0.25
hygiénique,0.4000000000000001
hymnes,0.4000000000000001
hype,-0.5
hypnotiquement,0.10000000000000002
hypnotisant,0.6
hypnotise,0.4000000000000001
hypnotiser,0.4000000000000001
hypocrisie,-1.0
hypocrite,-0.625
hypocritement,-1.0
hypocrites,-1.0
hypothèque,-0.4000000000000001
hypothécaire,-0.4000000000000001
hystérie,-0.75
hystérique,-0.775
hystériquement,-0.8000000000000002
hâte,-0.6
hâtivement,-0.4000000000000001
hâve,-0.5
hébergement,0.4000000000000001
héberger,-0.4000000000000001
hébéter,-0.4000000000000001
hédonistique,-1.0
hégémonie,-0.25
hégémonisme,-1.0
hégémoniste,-1.0
hélas,-0.4000000000000001
hélé,0.5
hémorragie,-1.0
héritage,0.6
héroiser,0.4000000000000001
héros,0.7166666666666667
héroïne,-0.5
héroïque,1.0
héroïquement,1.0
héroïsme,1.0
hérésie,-0.5
hérétique,-0.65
hésitant,-0.8000000000000002
hésitation,-0.625
hésiter,-0.5
hésité,-0.8000000000000002
hétéroclite,-0.25
hôpitaux,-0.25
hôtesse,0.6
iceman,-0.4000000000000001
iciness,-0.6
icky,-1.0
iconographe,0.25
iconographes,0.25
iconographie,0.25
identifier,0.25
idiot,-0.7000000000000001
idiotie,-0.5
idiots,-0.5
idole,0.25
idolâtrie,-0.8000000000000002
idolâtré,0.4000000000000001
idyllique,1.0
idéal,1.0
idéalement,0.6
idéaliser,0.6
idéalisme,0.6
idéaux,0.6
idée fausse,-0.75
idées fausses,-0.8000000000000002
ignifuger,0.6
ignoble,-1.0
ignominieusement,-1.0
ignominieux,-1.0
ignorance,-1.0
ignorant,-0.875
ignorer,-0.75
ignoré,-0.6
il est comme,0.0
il faut se méfier,-0.5
illfated,-1.0
illicite,-0.5
illisible,-0.8000000000000002
illogique,-0.75
illogiquement,-1.0
illuminati,-0.8000000000000002
illusage,-1.0
illusion,-0.375
illusions,-0.25
illustre,0.5
illustrer,0.4000000000000001
illégal,-1.0
illégalement,-0.75
illégalité,-1.0
illégitime,-0.75
ils sont comme,0.0
ilu,1.0
imaginaire,-0.25
imaginatif,0.5
imaginé,0.6
imbattable,1.0
imbriqué,0.4000000000000001
imbroglio,-0.8000000000000002
imbuvable,-0.8000000000000002
imbécile,-0.775
imbéciles,-0.5
imitateur,-0.8000000000000002
imitation,-0.325
imiter,-0.4000000000000001
imité,-0.25
immaculé,0.8000000000000002
immature,-0.5
immatériel,-0.25
immerger,0.25
immeuble,-0.425
imminemment,-0.25
imminence,-0.25
imminent,-0.425
immobile,-0.4000000000000001
immobilisé,-0.5
immodéré,-0.8000000000000002
immodérément,-0.8000000000000002
immoral,-0.5
immoralement,-1.0
immortel,0.10000000000000002
immunitaire,0.4000000000000001
immédiatement,-0.25
impair,-0.5
imparfait,-0.5
impartial,0.625
impartialement,0.4000000000000001
impartialité,0.5
impasse,-0.6
impatience,-0.5
impatient de,1.0
impatients,-0.6
impeccable,0.5
impeccablement,1.0
imperfections,-0.6
imperméabiliser,0.6
imperméable,0.5
imperturbable,0.25
impie,-0.8333333333333334
impitoyable,-0.5
impitoyablement,-1.0
impiété,-0.75
implacabilité,-0.6
implacable,-0.45
implacablement,-0.6
implication,-0.25
impliquer,-0.75
impliqué,-0.375
imploré,-0.25
impoli,-1.0
impolitesse,-1.0
impopulaire,-0.5
importance,0.4166666666666667
important,0.5
importun,-0.775
imposant,-0.4000000000000001
impose,-0.8000000000000002
imposer,-0.5
imposteurs,-1.0
impressionnable,-0.25
impressionnant,0.8000000000000002
impressionné,0.4000000000000001
improbable,-0.5
improductif,-0.5
imprononçable,-0.8000000000000002
imprudemment,-1.0
imprudence,-1.0
imprudent,-0.55
imprégné,0.25
imprévu,-0.8000000000000002
impuissance,-0.65
impuissant,-0.75
impur,-0.5
imputation,-0.6
impédance,-1.0
impénétrable,-0.4000000000000001
impérialiste,-0.8000000000000002
impérieusement,-0.8000000000000002
impérieux,-0.8000000000000002
impétueux,-0.8000000000000002
inabordable,-0.8000000000000002
inacceptable,-0.875
inaccessible,-0.8000000000000002
inachevé,-0.5
inaction,-0.75
inadaptation,-1.0
inadapté,-0.8000000000000002
inadmissible,-0.6
inaptitude,-0.8000000000000002
inattaquable,-0.4000000000000001
inattendu,-0.25
inattentif,-0.8000000000000002
inattention,-0.8000000000000002
inauguration,0.6
incapable,-0.7624999999999998
incapacité,-0.75
incarcération,-0.25
incassable,0.8000000000000002
incendiaire,-0.75
incendie,-1.0
incendie volontaire,-1.0
incendies,-0.25
incertain,-0.75
incertitude,-0.8000000000000002
incident,-0.25
incisif,0.5
incitation,-1.0
incivilité,-1.0
incliner,0.6
incliné,0.6
incohérence,-0.5
incohérences,-0.8000000000000002
incohérent,-0.5
incolore,-0.25
incommode,-0.65
incomparable,0.05000000000000001
incomparablement,0.25
incompatibilité,-1.0
incompatible,-0.5
incomplet,-0.6
incompliant,-1.0
incomplétude,-0.6
incompréhensible,-0.5
incompréhension,-0.8000000000000002
incompétence,-1.0
incompétent,-0.775
inconcevable,-0.5
inconcevablement,-0.5
inconditionnel,0.4000000000000001
inconditionnellement,0.4000000000000001
inconduite,-1.0
inconfortable,-0.875
inconfortablement,-0.5
incongru,-0.5
incongruité,-0.8000000000000002
inconnaissable,-0.8000000000000002
inconnu,-0.55
inconscient,-0.55
inconsidéré,-0.75
inconsistance,-0.8000000000000002
inconsistant,-0.8000000000000002
inconsolable,-0.6
inconstant,-0.6750000000000002
inconstitutionnel,-0.5
inconséquent,-0.6
incontestable,0.4000000000000001
incontestablement,0.5
incontesté,0.4000000000000001
incontrôlable,-1.0
incontrôlé,-0.5
inconvénient,-0.5
incorrectement,-0.65
incriminer,-1.0
incroyable,-0.125
incroyablement,-0.5666666666666667
incrédule,-0.55
incrédulité,-0.6
incube,-0.25
incurable,-1.0
indemne,0.6000000000000001
indemniser,-0.4000000000000001
indemnité,-0.4000000000000001
indenture,-0.25
indescriptible,-0.625
indestructible,0.75
indicateur,0.25
indiciblement,-0.8000000000000002
indifférence,-0.75
indifférent,-0.71
indigent,-0.5
indignation,-0.75
indigne,-1.0
indignité,-1.0
indigné,-0.875
indiscernable,-0.6
indiscipliné,-0.5
indiscret,-0.8000000000000002
indiscriminant,-0.25
indiscriminer,-0.25
indiscrètement,-0.6
indiscrétion,-0.5
indiscutable,1.0
indiscutablement,0.6999999999999998
indisponible,-0.5
indistinct,-0.6
indistinctement,-0.25
individualisé,0.6
indivise,0.25
indolent,-0.5
indomptable,0.4000000000000001
indu,-0.8000000000000002
indulgence,-0.25
indulgent,0.25
industrieux,1.0
indécemment,-1.0
indécent,-0.5
indécis,-0.875
indécision,-0.5
indécisivement,-0.8000000000000002
indécorum,-0.8000000000000002
indéfendable,-0.5
indéfini,-0.6
indélicat,-0.6
indélébile,-0.6
indésirable,-0.875
indéterminé,-0.5666666666666668
inefficace,-0.8125
inefficacité,-0.875
inepte,-0.75
ineptie,-0.5
inerte,-0.25
inestimable,0.75
inexcusable,-0.5
inexcusablement,-0.8000000000000002
inexistant,-0.6
inexorable,-0.6
inexorablement,-0.6
inexpert,-0.8000000000000002
inexpiable,-0.8000000000000002
inexplicable,-0.6999999999999998
inexpliqué,-0.5
inexpérience,-0.5
inexpérimenté,-1.0
inextricable,-0.8000000000000002
inextricablement,-0.8000000000000002
infaillible,0.75
infamie,-0.5
infanticide,-1.0
infecter,-0.8000000000000002
infection,-0.75
infecté,-0.75
infernal,-1.0
infertilité,-0.8000000000000002
infestation,-1.0
infester,-1.0
infesté,-1.0
infidèle,-0.5
infidèlement,-1.0
infidélité,-1.0
infidélités,-1.0
infiltration,-0.6
infiltré,-0.6
infini,0.6
infiniment,0.6
infinitésimal,0.6
infirme,-0.5
infirmité,-0.8000000000000002
infirmière,-0.25
inflammation,-0.5
inflammatoire,-1.0
inflationniste,-0.6
inflexible,-0.6
infliger,-0.75
influence,0.25
influent,1.0
informateur,0.4000000000000001
information,0.4000000000000001
informe,-0.6
infraction,-0.5833333333333334
infractions,-0.9
infranchissable,-0.6
infructueux,-0.75
infuser,0.25
infâme,-0.9166666666666666
inférieur aux normes,-0.5
infériorité,-0.5
ingouvernable,-0.8000000000000002
ingrat,-0.6666666666666666
ingratitude,-1.0
ingénieusement,1.0
ingénieux,0.875
ingéniosité,1.0
ingérable,-1.0
ingérence,-0.5
inhabituel,-0.6
inhibition,-0.6
inhospitalier,-0.5
inhospitalité,-1.0
inhumain,-0.75
inhumanité,-0.5
inhumation,-0.4000000000000001
inimaginable,-0.55
inimitable,0.25
inimitablement,-0.25
inintelligent,-1.0
inintelligible,-0.75
ininterrompu,0.4000000000000001
iniquité,-0.5
injections,-0.25
injonction,-0.4000000000000001
injurieux,-0.5
injuste,-0.625
injustement,-1.0
injustice,-0.7666666666666666
injustices,-1.0
injustifiable,-0.5
injustifié,-0.5
innocence,0.8000000000000002
innocent,0.6000000000000001
innovant,0.5
innovation,0.75
innove,0.8000000000000002
innover,0.5
inoffensif,0.65
inondations,-0.8000000000000002
inonder,-0.45
inondé,-0.6000000000000001
inopérable,-0.8000000000000002
inopérant,-0.8000000000000002
inoubliable,0.5
inouï,-0.6
inoxydable,0.5
inquiet,-0.71
inquisition,-0.4000000000000001
inquiétant,-0.8125
inquiéter,-0.75
inquiétude,-0.9
insatiable,-0.5
insatisfaisant,-1.0
insatisfait,-0.625
insatisfiable,-1.0
insensibilité,-0.5
insensible,-0.65
insensiblement,-1.0
insensé,-0.6666666666666666
insidieusement,-1.0
insignifiance,-0.5
insignifiant,-0.75
insincérément,-1.0
insinuant,-0.6
insinuation,-0.5
insinuer,-0.6
insipide,-0.5
insister,-0.25
insociable,-0.8000000000000002
insolemment,-1.0
insolence,-1.0
insolent,-0.5
insolvabilité,-0.8000000000000002
insolvable,-0.5
insomniaque,-0.6
insomnie,-1.0
insondable,-1.0
insouciance,-0.375
insouciant,0.5
inspecteur,0.25
inspirant,0.75
inspire,0.8000000000000002
inspirer,1.0
instabilité,-0.5
instable,-0.9
installer,-1.0
instigateurs,-0.8000000000000002
instinctif,0.4000000000000001
instructeur,0.4000000000000001
instruction,0.4000000000000001
instruire,0.4000000000000001
instrumental,0.5
insuffisamment,-0.5
insuffisance,-0.5
insuffisance pondérale,-0.8000000000000002
insuffisant,-0.5
insulaire,-0.6
insultant,-0.875
insulter,-1.0
insulté,-1.0
insupportable,-0.6750000000000002
insupportablement,-0.8500000000000001
insurmontable,-0.5
insurrection,-0.5
insécurité,-0.75
inséparable,0.5
intact,0.5
intellect,0.6
intellectuel,0.8000000000000002
intelligence,0.5
intelligent,0.75
intelligible,0.4000000000000001
intense,-0.25
intensément,-0.25
intentions,0.25
interdiction,-0.45
interdire,-0.6833333333333332
interdit,-0.9
interfère,-1.0
interférer,-0.8000000000000002
interlude,0.25
interminable,-0.6
intermittent,-0.5
interprète,0.4000000000000001
interprétation erronée,-0.8000000000000002
interroger,-0.6
interrogé,-0.6
interrompre,-0.6999999999999998
interrompt,-0.6
interrompu,-0.75
interruption,-0.5
interruptions,-0.6
intervention,-0.6
interviewé,-0.25
intime,0.5
intimidant,-0.9
intimidateurs,-1.0
intimidation,-0.75
intimider,-0.6666666666666666
intimidé,-0.5
intolérable,-0.5
intolérablement,-1.0
intolérance,-0.5
intolérant,-1.0
intouchable,-0.25
intoxiqué,-0.5
intraitable,-0.5
intransigeance,-0.6
intransigeant,-0.45
intrigant,0.525
intrigue,-0.10000000000000002
intrigues,0.8000000000000002
intrigué,0.8000000000000002
introduit,0.6
intrus,-0.8249999999999998
intrusif,-0.75
intrusion,-0.7875000000000001
intrépide,0.65
intrépidité,0.8000000000000002
intuitif,0.5
intuition,0.5
intégral,0.6
intégrité,0.75
intégré,0.6
intéressant,0.75
intéressé,0.125
intérêt,0.5
intérêt personnel,-1.0
intérêts,0.5
inutile,-0.6750000000000002
inutilement,-0.8000000000000002
inutilisable,-0.8000000000000002
inutilité,-0.8666666666666667
invalider,-0.5
invalidité,-0.5
invariablement,0.25
invective,-0.8000000000000002
invectiver,-0.8000000000000002
inventeur,0.6
inventif,0.5
invention,-0.25
invincibilité,0.6
invincible,0.25
inviolé,1.0
invisible,-1.0
invitation,0.25
inviter,0.25
involontaire,-0.45
involontairement,-0.5
invulnérable,0.5
inégal,-0.5
inégalé,0.4000000000000001
inéloquemment,-1.0
inéloquent,-1.0
inéluctable,-0.6
inéluctablement,-0.6
inélégance,-1.0
inélégant,-1.0
inéquitablement,-1.0
inévitabilité,-0.6
inévitable,-0.6
inévitablement,-0.5
irascible,-0.8000000000000002
irks,-1.0
irksomely,-1.0
ironie,-0.25
ironies,-0.25
ironique,-0.625
ironiquement,-0.25
irrationalité,-0.5
irrationalités,-0.25
irrationnel,-0.75
irrationnellement,-1.0
irrationnels,-0.25
irremplaçable,-0.3
irrespectable,-1.0
irresponsable,-0.5
irritabilité,-1.0
irritable,-0.8333333333333334
irritant,-0.9166666666666666
irritation,-0.75
irritations,-1.0
irriter,-0.75
irrité,-0.8333333333333334
irritée,-1.0
irréalisable,-0.8000000000000002
irréaliste,-1.0
irréconciliable,-0.5
irrécouvrable,-1.0
irrécupérable,-0.9
irrécupérables,-1.0
irréductible,-0.6
irréel,-0.4000000000000001
irréfléchi,-0.75
irréformable,-0.6
irrégularité,-0.875
irrégulier,-0.75
irrémédiable,-0.6
irrémédiablement,-1.0
irréparable,-0.75
irrépressible,-0.4000000000000001
irréprochable,0.05000000000000001
irrésistible,0.18333333333333332
irrésistiblement,0.8000000000000002
irrésolu,-0.5
irrésolvable,-0.6
irréversible,-0.5
irrévocable,-0.25
irrévérencieux,-1.0
isolement,-0.5
isoler,-0.6
isolé,-0.75
ivre,-0.45
j'espère,0.6
jabs,-0.6
jacasser,-0.5
jacasseur,-0.25
jachère,-0.6
jackasses,-0.5
jackfuck,-1.0
jaillir,-0.25
jaillissement,-0.25
jaillit,-0.25
jalousement,-1.0
jalousie,-0.875
jaloux,-0.75
japper,-0.8000000000000002
jardin,0.6
jargon,-0.4000000000000001
jarringly,-0.6
jaser,-0.525
jaunisse,-0.8000000000000002
je suis comme,0.0
jet,-0.10000000000000002
jeter,-0.6
jeté,-0.6
jeune,0.45
jeune fille,-0.375
jeunesse,0.5
jeux d'argent,-0.25
jeûne,-0.25
jocks,-0.25
joie,0.75
joindre,0.25
joker,-0.10000000000000002
joli,0.75
joliment,1.0
jollifier,1.0
jonché,-0.4000000000000001
jouet,-0.25
joueur,-0.10000000000000002
jour du jugement dernier,-0.5
journaliste,0.25
jovial,1.0
joyeusement,1.0
joyeux,0.67
jubilation,1.0
jubiler,1.0
